Número,NI Beneficiário,Origem,Situação,Valor,NIs_iguais,Tempo_decorrido,Natureza do Processo,Forma de Cadastramento,Crédito,Situação Cadastral - Código,País - Código,Estrangeiro,Nacionalidade - Código,Sexo - Código,UF,Município - Código,Telefone - DDD,Idade,Tempo de Óbito
156,2013,Fazendário,CREDITADA,1663.34,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,85,0
157,2461,Fazendário,CREDITADA,809.76,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,GO,9473,64,86,0
158,3820,Fazendário,CREDITADA,1698.59,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,RJ,6001,21,64,0
159,2250,Fazendário,CREDITADA,1698.59,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,MG,4029,32,67,0
160,3581,Fazendário,CREDITADA,100.23,S,1,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico,0,105,Não,105,F,SC,8101,49,92,0
161,2453,Fazendário,CREDITADA,5849.3,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,MG,4123,31,57,0
162,2015,Fazendário,CREDITADA,10700.21,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7495,42,68,0
163,1941,Fazendário,CREDITADA,3431.33,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MT,9067,65,93,0
164,1941,Fazendário,CREDITADA,7305.07,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MT,9067,65,93,0
165,1941,Fazendário,CREDITADA,3438.58,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MT,9067,65,93,0
166,1941,Fazendário,CREDITADA,5738.19,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MT,9067,65,93,0
167,1941,Fazendário,CREDITADA,5741.0,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MT,9067,65,93,0
168,1941,Fazendário,CREDITADA,4575.17,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MT,9067,65,93,0
169,2688,Fazendário,CREDITADA,556.99,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7535,41,74,0
170,757,Fazendário,CREDITADA,256.94,S,1,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico,0,105,Não,105,M,PR,7667,43,82,0
171,3241,Fazendário,CREDITADA,911.62,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,83,0
172,3241,Fazendário,CREDITADA,914.93,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,83,0
173,876,Fazendário,CREDITADA,691.48,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4647,35,90,0
174,3673,Fazendário,CREDITADA,288.13,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,PE,2491,81,86,0
175,3549,Fazendário,CREDITADA,2997.29,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SP,6291,19,77,0
176,3143,Fazendário,CREDITADA,2997.29,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SP,7071,13,74,0
177,1518,Fazendário,CREDITADA,324.57,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,99,105,Sim,386,F,SP,6795,14,91,1
178,2302,Fazendário,CREDITADA,344.64,S,1,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico,0,105,Não,105,M,SP,6291,19,87,0
179,2460,Fazendário,CREDITADA,8318.48,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SP,6875,19,84,0
180,694,Fazendário,CREDITADA,21001.66,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,0,94,0
181,1528,Fazendário,CREDITADA,335.33,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,PB,2051,79,81,0
182,2139,Fazendário,CREDITADA,4253.45,S,1,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,MG,4123,31,90,0
183,1084,Fazendário,CREDITADA,621.37,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,DF,9701,61,76,0
184,3604,Fazendário,CREDITADA,155.34,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,DF,9701,61,50,0
185,3582,Fazendário,CREDITADA,155.34,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,GO,9373,62,55,0
186,934,Fazendário,CREDITADA,155.34,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,DF,9701,61,53,0
187,2252,Fazendário,CREDITADA,155.34,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,DF,9701,61,51,0
188,1084,Fazendário,CREDITADA,703.56,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,DF,9701,61,76,0
189,3604,Fazendário,CREDITADA,175.89,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,DF,9701,61,50,0
190,3582,Fazendário,CREDITADA,175.89,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,GO,9373,62,55,0
191,934,Fazendário,CREDITADA,175.89,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,DF,9701,61,53,0
192,2252,Fazendário,CREDITADA,175.89,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,DF,9701,61,51,0
193,2318,Fazendário,CREDITADA,10.99,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,PE,2531,84,89,0
194,546,Fazendário,CREDITADA,691.05,S,1,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico,0,105,Não,105,F,SP,6221,44,89,0
195,1522,Fazendário,CREDITADA,687.82,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,PR,7535,41,80,0
196,1522,Fazendário,CREDITADA,687.52,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,PR,7535,41,80,0
197,3009,Fazendário,CREDITADA,552.2,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,86,0
198,42,Fazendário,CREDITADA,0.9,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,SC,8325,0,88,0
199,2508,Fazendário,CREDITADA,785.23,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
200,2508,Fazendário,CREDITADA,782.75,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
201,2508,Fazendário,CREDITADA,787.07,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
202,2508,Fazendário,CREDITADA,986.91,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
203,2508,Fazendário,CREDITADA,793.09,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
204,2508,Fazendário,CREDITADA,989.09,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
205,2508,Fazendário,CREDITADA,791.84,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
206,2508,Fazendário,CREDITADA,794.77,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
207,2508,Fazendário,CREDITADA,991.43,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
208,2508,Fazendário,CREDITADA,1084.6,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
209,2508,Fazendário,CREDITADA,1090.92,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
210,2508,Fazendário,CREDITADA,1090.38,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MT,9067,65,92,0
211,724,Fazendário,CREDITADA,467.29,S,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,2,105,Não,105,F,RS,8531,53,107,0
212,3489,Fazendário,CREDITADA,357.2,S,1,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico,0,105,Não,105,F,SC,8105,51,83,0
213,1974,Fazendário,CREDITADA,4451.51,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,91,0
214,1974,Fazendário,CREDITADA,3906.29,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,91,0
215,1974,Fazendário,CREDITADA,4463.28,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,91,0
216,3843,Fazendário,CREDITADA,7886.05,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,99,105,Não,105,F,RJ,6001,21,95,2
217,2448,Fazendário,CREDITADA,239.45,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MT,9067,65,82,0
218,1927,Fazendário,CREDITADA,1613.59,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,99,105,Não,105,M,SC,8027,51,83,1
219,3663,Fazendário,CREDITADA,644.27,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,MG,4733,0,43,0
220,2803,Fazendário,CREDITADA,644.27,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,MG,4111,32,37,0
221,1867,Fazendário,CREDITADA,8234.89,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,4,105,Não,105,F,MG,4647,35,89,0
222,576,Fazendário,CREDITADA,2613.15,S,1,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico,0,105,Não,105,M,RS,8963,51,89,0
223,2194,Fazendário,CREDITADA,1279.15,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,82,0
224,358,Fazendário,CREDITADA,257.89,S,1,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico,0,105,Não,105,F,PR,7535,41,90,0
225,370,Fazendário,CREDITADA,16965.66,S,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,RJ,6001,21,89,0
226,933,Fazendário,CREDITADA,1041.05,S,1,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico,0,105,Não,105,F,MG,4123,31,92,0
227,388,Fazendário,CREDITADA,277.3,S,1,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,PE,2531,81,87,0
228,3749,Fazendário,CREDITADA,268.75,S,1,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico,0,105,Não,105,F,PR,7535,41,83,0
229,83,Fazendário,CREDITADA,11452.34,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,83,0
230,1580,Fazendário,CREDITADA,1238.7,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,80,0
231,1796,Fazendário,CREDITADA,736.62,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SC,8175,47,66,0
232,387,Fazendário,CREDITADA,736.4,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,10,105,Não,105,F,SC,8343,0,62,0
233,47,Fazendário,CREDITADA,736.4,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SC,8175,47,57,0
234,3686,Fazendário,CREDITADA,2268.94,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7535,41,78,0
235,3598,Fazendário,CREDITADA,1685.89,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,99,105,Não,105,F,SC,8319,47,89,1
236,225,Fazendário,CREDITADA,210.74,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SC,8319,47,62,0
237,1837,Fazendário,CREDITADA,210.74,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SC,8047,47,67,0
238,1994,Fazendário,CREDITADA,210.74,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8025,47,65,0
239,1784,Fazendário,CREDITADA,210.74,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SC,8179,0,64,0
240,1642,Fazendário,CREDITADA,210.74,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8047,47,61,0
241,2401,Fazendário,CREDITADA,210.74,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SC,8179,47,58,0
242,143,Fazendário,CREDITADA,210.74,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8179,47,55,0
243,3588,Fazendário,CREDITADA,210.74,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7481,41,52,0
244,1766,Fazendário,CREDITADA,185.06,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,93,0
245,165,Fazendário,CREDITADA,34.0,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SC,8117,0,59,0
246,308,Fazendário,CREDITADA,34.0,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8047,47,47,0
247,165,Fazendário,CREDITADA,429.42,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SC,8117,0,59,0
248,308,Fazendário,CREDITADA,429.42,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8047,47,47,0
249,165,Fazendário,CREDITADA,756.05,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SC,8117,0,59,0
250,308,Fazendário,CREDITADA,756.05,N,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8047,47,47,0
251,2813,Fazendário,CREDITADA,1290.22,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,MG,5049,35,71,0
252,3806,Fazendário,CREDITADA,1290.22,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7571,44,32,0
253,617,Fazendário,CREDITADA,1290.22,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7571,44,63,0
254,2022,Fazendário,CREDITADA,1290.22,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SP,7099,12,73,0
255,501,Fazendário,CREDITADA,2449.76,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,AL,2785,82,83,0
256,501,Fazendário,CREDITADA,2428.99,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,AL,2785,82,83,0
257,1535,Fazendário,CREDITADA,5974.88,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,BA,3849,71,80,0
258,1339,Fazendário,CREDITADA,1148.66,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,SC,8105,48,85,0
259,718,Fazendário,CREDITADA,203.2,S,1,DIGITAL,Manual,Restituição de PGIM Empregador Doméstico,0,105,Não,105,F,SP,7071,13,80,0
260,2753,Fazendário,CREDITADA,751.67,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,PR,7535,41,63,0
261,3076,Fazendário,CREDITADA,751.67,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7535,41,65,0
262,754,Fazendário,CREDITADA,751.67,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8105,48,63,0
263,2727,Fazendário,CREDITADA,751.67,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8105,48,58,0
264,1706,Fazendário,CREDITADA,751.22,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7535,41,58,0
265,2832,Fazendário,CREDITADA,751.22,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7535,41,35,0
266,1621,Fazendário,CREDITADA,2019.93,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,GO,9571,64,81,0
267,501,Fazendário,CREDITADA,2471.46,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,AL,2785,82,83,0
268,2909,Fazendário,CREDITADA,2314.46,N,0,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,99,105,Não,105,M,SC,8179,47,89,1
269,2295,Fazendário,CREDITADA,1157.23,N,0,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SC,8179,47,56,0
270,3126,Fazendário,CREDITADA,1157.23,N,0,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,SP,6361,11,62,0
271,3800,Fazendário,CREDITADA,1168.44,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,PR,7535,41,26,0
272,2865,Fazendário,CREDITADA,1237.49,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,99,105,Não,105,M,MG,5343,31,86,2
273,2865,Fazendário,CREDITADA,888.81,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,99,105,Não,105,M,MG,5343,31,86,2
274,2865,Fazendário,CREDITADA,1242.88,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,99,105,Não,105,M,MG,5343,31,86,2
275,249,Fazendário,CREDITADA,268.93,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,CE,1389,85,83,0
276,249,Fazendário,CREDITADA,224.3,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,CE,1389,85,83,0
277,249,Fazendário,CREDITADA,269.06,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,CE,1389,85,83,0
278,249,Fazendário,CREDITADA,272.21,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,CE,1389,85,83,0
279,249,Fazendário,CREDITADA,271.97,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,M,CE,1389,85,83,0
280,2801,Fazendário,CREDITADA,19994.57,S,0,ELETRÔNICO,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7535,41,91,0
281,3453,Fazendário,CREDITADA,2282.17,N,0,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,RJ,5853,21,60,0
282,299,Fazendário,CREDITADA,46394.41,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,94,0
283,299,Fazendário,CREDITADA,39124.63,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,94,0
284,299,Fazendário,CREDITADA,44623.53,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,MG,4123,31,94,0
285,320,Fazendário,CREDITADA,7334.19,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,99,105,Não,105,F,DF,9701,61,97,6
286,2193,Fazendário,CREDITADA,3080.33,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,91,0
287,2193,Fazendário,CREDITADA,3278.77,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,91,0
288,2193,Fazendário,CREDITADA,1051.47,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,91,0
289,2193,Fazendário,CREDITADA,1031.94,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,RJ,6001,21,91,0
290,994,Fazendário,CREDITADA,11426.73,S,0,ELETRÔNICO,Automático,Restituição de Pagamento Indevido ou a Maior,0,105,Não,105,F,PE,2531,81,82,0
291,1020,Fazendário,CREDITADA,843.03,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8089,48,61,0
292,714,Fazendário,CREDITADA,843.28,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8089,48,57,0
293,1001,Fazendário,CREDITADA,843.03,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,M,SC,8163,47,53,0
294,3123,Fazendário,CREDITADA,3333.22,N,1,DIGITAL,Manual,REDEA - Restituição Apurada DIRPF Não Processada Eletronicamente,0,105,Não,105,F,PR,7535,41,64,0
